input_symbol,reason_guess,fuzzy_close_matches,same_prefix_aliases
NBPF7,Not in id_map (possible alias / deprecated / non-protein-coding),NBPF9;NBPF8;NBPF6;NBPF4;NBPF3,NBPF1;NBPF10;NBPF11;NBPF12;NBPF14;NBPF15;NBPF16;NBPF19;NBPF20;NBPF24
NRADDP,Not in id_map (possible alias / deprecated / non-protein-coding),NRAP,
FLJ13224,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ32724;FLJ32254;FLJ32234;FLJ32214;FLJ31322,FLJ10006;FLJ10007;FLJ10024;FLJ10033;FLJ10035;FLJ10036;FLJ10042;FLJ10051;FLJ10052;FLJ10053
LOC100302640,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC389791,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
EIF3IP1,Not in id_map (possible alias / deprecated / non-protein-coding),EIF3EIP;EIF3I;EIF3S6IP,EIF3;EIF3-ALPHA;EIF3-BETA;EIF3-DELTA;EIF3-EPSILON;EIF3-GAMMA;EIF3-P110;EIF3-P170;EIF3-P35;EIF3-P36
MT1L,Not in id_map (possible alias / deprecated / non-protein-coding),MYT1L;MT-1L;MT1;TRMT1L;MTSS1L,
MDS2,Not in id_map (possible alias / deprecated / non-protein-coding),MS2;MDS;MDS032;MDS029;MDS028,
SLC6A10P,Not in id_map (possible alias / deprecated / non-protein-coding),SLC16A10;SLC6A1;SLCO6A1;SLC9A10;SLC7A10,SLC62A1;SLC63A1;SLC63A2;SLC63A3;SLC64A1;SLC65A1;SLC65A2;SLC65B1;SLC65B2;SLC65C1
HCG4,Not in id_map (possible alias / deprecated / non-protein-coding),HCG,HCG40743
FLJ36777,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ37767;FLJ33777,FLJ30002;FLJ30006;FLJ30012;FLJ30046;FLJ30047;FLJ30058;FLJ30067;FLJ30108;FLJ30135;FLJ30140
SCARNA17,Not in id_map (possible alias / deprecated / non-protein-coding),SCARA1;ZSCAN17,SCAR;SCAR1;SCAR10;SCAR2;SCAR3;SCAR5;SCAR7;SCAR8;SCAR9;SCARA1
SLED1,Not in id_map (possible alias / deprecated / non-protein-coding),SED1;SNED1;SLEV1;SLEB1;SHLD1,
CLECL1,Not in id_map (possible alias / deprecated / non-protein-coding),CLEC1;COLEC1;CLTCL1;CLEC4L;CLEC2L,CLEC-1;CLEC-2;CLEC1;CLEC10A;CLEC11A;CLEC12A;CLEC12B;CLEC13A;CLEC13B;CLEC13C
HLA-J,Variant-like or composite token,HLA-JY3;HLA-G;HLA-F;HLA-E;HLA-C,HLA-A;HLA-B;HLA-C;HLA-D0-ALPHA;HLA-DMA;HLA-DMB;HLA-DNA;HLA-DOA;HLA-DOB;HLA-DP1A
PGM5P2,Not in id_map (possible alias / deprecated / non-protein-coding),PMP2;PGM5;PGM2,PGM5
C16ORF81,Not in id_map (possible alias / deprecated / non-protein-coding),C6ORF81;C16ORF8;C16ORF1;C1ORF181;C19ORF81,C16ORF1;C16ORF11;C16ORF12;C16ORF13;C16ORF14;C16ORF15;C16ORF16;C16ORF17;C16ORF18;C16ORF19
SNORD22,Small RNA / non-coding gene (often excluded),,SNORA80EHG;SNORC
SNORD10,Small RNA / non-coding gene (often excluded),,SNORA80EHG;SNORC
SLC22A20,Not in id_map (possible alias / deprecated / non-protein-coding),SLC22A2;SLC25A20;SLC22A25;SLC22A24;SLC22A23,SLC20A1;SLC20A2;SLC20A3;SLC20A4;SLC21A11;SLC21A12;SLC21A14;SLC21A15;SLC21A2;SLC21A20
LOC400804,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
FAM153B,Not in id_map (possible alias / deprecated / non-protein-coding),FAM53B;FAM15B;FAM13B;FAM213B;FAM195B,FAM100A;FAM100B;FAM101A;FAM101B;FAM102A;FAM102B;FAM103A1;FAM103A2P;FAM104A;FAM104B
LOC26102,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
C9ORF139,Not in id_map (possible alias / deprecated / non-protein-coding),C9ORF39;C9ORF19;C9ORF13;C9ORF173;C9ORF169,C9ORF10;C9ORF100;C9ORF101;C9ORF102;C9ORF103;C9ORF105;C9ORF108;C9ORF10OS;C9ORF11;C9ORF111
HPYR1,Not in id_map (possible alias / deprecated / non-protein-coding),HPR1;PYCR1;PPYR1;HYRC1;HPRT1,
LOC646982,Non-canonical / lncRNA / LOC symbol,LOC646892,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
SNHG4,Not in id_map (possible alias / deprecated / non-protein-coding),,
ST7OT4,Not in id_map (possible alias / deprecated / non-protein-coding),TOT4;STOT,
LOC116437,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
POM121L1P,Not in id_map (possible alias / deprecated / non-protein-coding),POM121L12;POM121L2;POM121-L;POM121,POM121;POM121-L;POM121A;POM121C;POM121L12;POM121L2
CCDC140,Not in id_map (possible alias / deprecated / non-protein-coding),CCDC40;CCDC14;CCDC10;CCDC194;CCDC190,CCDC10;CCDC100;CCDC101;CCDC102A;CCDC102B;CCDC103;CCDC104;CCDC105;CCDC106;CCDC107
SMCR5,Not in id_map (possible alias / deprecated / non-protein-coding),SMCR;SMC5;WSCR5;SMCR8;SMCR7,SMCR;SMCR7;SMCR7L;SMCR8
TMEM155,Not in id_map (possible alias / deprecated / non-protein-coding),TMEM15;TMEM55B;TMEM55A;TMEM215;TMEM195,TMEM1;TMEM10;TMEM100;TMEM101;TMEM102;TMEM103;TMEM104;TMEM106A;TMEM106A-AS1;TMEM106B
CELP,Not in id_map (possible alias / deprecated / non-protein-coding),ELP;CLP;CEL,
SNORA23,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
MAGEA5,Not in id_map (possible alias / deprecated / non-protein-coding),MGEA5;MAGEB5;MAGEA9;MAGEA8;MAGEA6,MAGE-11;MAGE-3B;MAGE-41;MAGE-B5;MAGE-B6;MAGE-C1;MAGE-C2;MAGE-C3;MAGE-D2;MAGE-D3
PRO0628,Not in id_map (possible alias / deprecated / non-protein-coding),PRO1068,PRO0082;PRO0149;PRO0213;PRO0310P1;PRO0659;PRO0845;PRO0899;PRO0971;PRO0989;PRO0992
GOLGA9P,Not in id_map (possible alias / deprecated / non-protein-coding),GOLGA6L9,GOLG;GOLGA1;GOLGA2;GOLGA3;GOLGA3AP1;GOLGA4;GOLGA5;GOLGA6;GOLGA6A;GOLGA6B
CECR7,Not in id_map (possible alias / deprecated / non-protein-coding),CCR7;CXCR7;CECR6;CECR5;CECR2,CECR1;CECR2;CECR5;CECR6
ST7OT3,Not in id_map (possible alias / deprecated / non-protein-coding),STOT,
SLC7A5P1,Not in id_map (possible alias / deprecated / non-protein-coding),SLC7A5;SLC7A1;SLC7A14;SLC7A13;SLC7A11,SLC70A1;SLC70A2;SLC70A3;SLC70A4;SLC72A1;SLC73A1;SLC73A2;SLC74A1;SLC76A1;SLC7A1
FKBP1AP1,Not in id_map (possible alias / deprecated / non-protein-coding),FKBPAP;FKBP1A;FKBP11,FKBP-12;FKBP-13;FKBP-25;FKBP1;FKBP10;FKBP11;FKBP12;FKBP12.6;FKBP12C;FKBP13
LOC285780,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
NCRNA00167,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00176;NCRNA00166;NCRNA00164;NCRNA00116;NCRNA00341,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
C5ORF38,Not in id_map (possible alias / deprecated / non-protein-coding),C15ORF38;C5ORF8;C5ORF3;CXORF38;C8ORF38,C5ORF10;C5ORF11;C5ORF12;C5ORF13;C5ORF14;C5ORF15;C5ORF16;C5ORF18;C5ORF19;C5ORF20
SNORD97,Small RNA / non-coding gene (often excluded),,SNORA80EHG;SNORC
PRO0611,Not in id_map (possible alias / deprecated / non-protein-coding),,PRO0082;PRO0149;PRO0213;PRO0310P1;PRO0659;PRO0845;PRO0899;PRO0971;PRO0989;PRO0992
RPL13AP17,Not in id_map (possible alias / deprecated / non-protein-coding),RPL13A,RPL10;RPL10A;RPL10L;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17
FLJ43390,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ43370;FLJ43339;FLJ43329;FLJ43307;FLJ33990,FLJ40069;FLJ40081;FLJ40083;FLJ40084;FLJ40089;FLJ40097;FLJ40121;FLJ40125;FLJ40137;FLJ40142
C8ORF56,Not in id_map (possible alias / deprecated / non-protein-coding),C8ORF5;CXORF56;C8ORF85;C8ORF76;C8ORF68,C8ORF1;C8ORF13;C8ORF2;C8ORF20;C8ORF21;C8ORF22;C8ORF30A;C8ORF30B;C8ORF32;C8ORF33
LOC100271832,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
NCRNA00200,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00220;NCRNA00201;NCRNA00080;NCRNA00291;NCRNA00282,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
HSP90AB4P,Not in id_map (possible alias / deprecated / non-protein-coding),HSP90AB1,HSP90;HSP90AA1;HSP90AB1;HSP90B1;HSP90L;HSP90N
C9ORF70,Not in id_map (possible alias / deprecated / non-protein-coding),C19ORF70;C9ORF7;C9ORF97;C9ORF90;C9ORF87,C9ORF10;C9ORF100;C9ORF101;C9ORF102;C9ORF103;C9ORF105;C9ORF108;C9ORF10OS;C9ORF11;C9ORF111
NXF5,Not in id_map (possible alias / deprecated / non-protein-coding),NXF,
NBLA00301,Not in id_map (possible alias / deprecated / non-protein-coding),,NBLA00058;NBLA00650;NBLA10058;NBLA10143;NBLA10314;NBLA10388
LOC149134,Non-canonical / lncRNA / LOC symbol,LOC51491,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
RPL21P44,Not in id_map (possible alias / deprecated / non-protein-coding),,RPL21;RPL22;RPL22L1;RPL23;RPL23A;RPL23L;RPL24;RPL24L;RPL26;RPL26L1
LOC100128573,Non-canonical / lncRNA / LOC symbol,LOC100129583;LOC100128569,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
ID2B,Not in id_map (possible alias / deprecated / non-protein-coding),GID2B;EID2B;ID2;D2B;HIGD2B,
LOC100133612,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
C21ORF84,Not in id_map (possible alias / deprecated / non-protein-coding),C2ORF84;C21ORF4;C1ORF84;C21ORF98;C21ORF83,C21ORF1;C21ORF10;C21ORF101;C21ORF102;C21ORF103;C21ORF105;C21ORF106;C21ORF107;C21ORF108;C21ORF11
LOC728875,Non-canonical / lncRNA / LOC symbol,LOC728858,LOC728008;LOC728591;LOC728621;LOC728858
TFAMP1,Not in id_map (possible alias / deprecated / non-protein-coding),STAMP1;TFAM;TAP1,TFAM
SNORA74B,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
?|100133144,Unknown placeholder / assembler tag,,
LOC399815,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
PRINS,Not in id_map (possible alias / deprecated / non-protein-coding),PINS;PRISM;PORIN;PARIS;HRINS,
FLJ32063,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ39203;FLJ34263;FLJ32906;FLJ32703;FLJ32638,FLJ30002;FLJ30006;FLJ30012;FLJ30046;FLJ30047;FLJ30058;FLJ30067;FLJ30108;FLJ30135;FLJ30140
LOC284009,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
SLC7A5P2,Not in id_map (possible alias / deprecated / non-protein-coding),SLC7A5;SLC7A2;SLC7A2B;SLC7A2A;SLC73A2,SLC70A1;SLC70A2;SLC70A3;SLC70A4;SLC72A1;SLC73A1;SLC73A2;SLC74A1;SLC76A1;SLC7A1
C15ORF53,Not in id_map (possible alias / deprecated / non-protein-coding),C5ORF53;C1ORF53;C15ORF3;C1ORF153;C19ORF53,C15ORF1;C15ORF12;C15ORF13;C15ORF15;C15ORF16;C15ORF17;C15ORF18;C15ORF19;C15ORF2;C15ORF20
LOC441455,Non-canonical / lncRNA / LOC symbol,LOC440145,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
NCRNA00203,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00253;NCRNA00238;NCRNA00220;NCRNA00201;NCRNA00083,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
LOC148709,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC415056,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
C2ORF58,Not in id_map (possible alias / deprecated / non-protein-coding),C21ORF58;C20ORF58;C12ORF58;C2ORF8;C2ORF5,C2ORF1;C2ORF10;C2ORF11;C2ORF12;C2ORF13;C2ORF15;C2ORF16;C2ORF17;C2ORF18;C2ORF2
MGC12916,Not in id_map (possible alias / deprecated / non-protein-coding),MGC29816;MGC22916;MGC18216;MGC12966;MGC12936,MGC1;MGC10067;MGC10084;MGC1010;MGC10120;MGC10170;MGC10198;MGC10200;MGC10204;MGC10210
C7ORF54,Not in id_map (possible alias / deprecated / non-protein-coding),C7ORF5;C9ORF54;C7ORF74;C7ORF64;C7ORF59,C7ORF1;C7ORF10;C7ORF11;C7ORF12;C7ORF14;C7ORF15;C7ORF16;C7ORF17;C7ORF18;C7ORF19
BREA2,Not in id_map (possible alias / deprecated / non-protein-coding),BRE2;BRE1A;BRCA2;BRAP2;BRAL2,
LOC441454,Non-canonical / lncRNA / LOC symbol,LOC440145,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
LOC146481,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
C14ORF182,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF182;C14ORF18;C14ORF180;C14ORF172;C14ORF168,C14ORF1;C14ORF10;C14ORF100;C14ORF101;C14ORF102;C14ORF103;C14ORF104;C14ORF105;C14ORF106;C14ORF108
CDKN2BAS,Not in id_map (possible alias / deprecated / non-protein-coding),CDKN2B;CDKN2A,CDKN1;CDKN1A;CDKN1B;CDKN1C;CDKN2;CDKN2A;CDKN2AIP;CDKN2AIPNL;CDKN2B;CDKN2C
RPS26P11,Not in id_map (possible alias / deprecated / non-protein-coding),RPL26P1,RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS27L
LOC728819,Non-canonical / lncRNA / LOC symbol,,LOC728008;LOC728591;LOC728621;LOC728858
C20ORF197,Not in id_map (possible alias / deprecated / non-protein-coding),C20ORF97;C20ORF19;C20ORF17;C20ORF196;C20ORF195,C20ORF1;C20ORF10;C20ORF100;C20ORF101;C20ORF102;C20ORF103;C20ORF104;C20ORF105;C20ORF106;C20ORF107
NCRNA00119,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00116;NCRNA00341;NCRNA00291;NCRNA00201;NCRNA00176,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
NCRNA00161,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00176;NCRNA00166;NCRNA00164;NCRNA00116;NCRNA00341,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
C16ORF3,Not in id_map (possible alias / deprecated / non-protein-coding),C16ORF93;C16ORF73;C16ORF63;C16ORF53;C16ORF39,C16ORF1;C16ORF11;C16ORF12;C16ORF13;C16ORF14;C16ORF15;C16ORF16;C16ORF17;C16ORF18;C16ORF19
LOC100131496,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
TDGF3,Not in id_map (possible alias / deprecated / non-protein-coding),TDGF1P3;TGFB3;TDGF1,TDGF1;TDGF1P3
FLJ44054,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ44050;FLJ44005;FLJ40754;FLJ40584;FLJ40154,FLJ40069;FLJ40081;FLJ40083;FLJ40084;FLJ40089;FLJ40097;FLJ40121;FLJ40125;FLJ40137;FLJ40142
LOC220594,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
SCARNA12,Not in id_map (possible alias / deprecated / non-protein-coding),SCARA2;SCARA1;ZSCAN12,SCAR;SCAR1;SCAR10;SCAR2;SCAR3;SCAR5;SCAR7;SCAR8;SCAR9;SCARA1
C22ORF24,Not in id_map (possible alias / deprecated / non-protein-coding),C2ORF24;C22ORF4;C22ORF2;C22ORF43;C22ORF42,C22ORF1;C22ORF11;C22ORF12;C22ORF13;C22ORF14;C22ORF15;C22ORF16;C22ORF17;C22ORF18;C22ORF19
LOC221122,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
C20ORF200,Not in id_map (possible alias / deprecated / non-protein-coding),C20ORF20;C20ORF204;C20ORF203;C20ORF202;C20ORF201,C20ORF1;C20ORF10;C20ORF100;C20ORF101;C20ORF102;C20ORF103;C20ORF104;C20ORF105;C20ORF106;C20ORF107
FAM7A3,Not in id_map (possible alias / deprecated / non-protein-coding),FAM75A3;FAM79A;FAM78A;FAM77A;FAM76A,FAM70A;FAM70B;FAM71A;FAM71B;FAM71C;FAM71D;FAM71E1;FAM71E2;FAM71F1;FAM71F2
FLJ45079,Not in id_map (possible alias / deprecated / non-protein-coding),FLJ46079;FLJ45049;FLJ14079,FLJ40069;FLJ40081;FLJ40083;FLJ40084;FLJ40089;FLJ40097;FLJ40121;FLJ40125;FLJ40137;FLJ40142
MRPL42P5,Not in id_map (possible alias / deprecated / non-protein-coding),MRPL45;MRPL42;MRP-L25,MRPL1;MRPL10;MRPL11;MRPL12;MRPL13;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18
?|728788,Unknown placeholder / assembler tag,,
RPL23AP64,Not in id_map (possible alias / deprecated / non-protein-coding),RPL23A,RPL21;RPL22;RPL22L1;RPL23;RPL23A;RPL23L;RPL24;RPL24L;RPL26;RPL26L1
C17ORF88,Not in id_map (possible alias / deprecated / non-protein-coding),C1ORF188;C17ORF98;C17ORF89;C17ORF87;C17ORF85,C17ORF1;C17ORF100;C17ORF101;C17ORF103;C17ORF104;C17ORF105;C17ORF106;C17ORF107;C17ORF108;C17ORF109
MGC16121,Not in id_map (possible alias / deprecated / non-protein-coding),MGC26121;MGC16212;MGC11321;MGC11271;MGC11251,MGC1;MGC10067;MGC10084;MGC1010;MGC10120;MGC10170;MGC10198;MGC10200;MGC10204;MGC10210
GTF2H2B,Not in id_map (possible alias / deprecated / non-protein-coding),GTF2H2;GTF2H2C;GTF2B,GTF2A1;GTF2A1L;GTF2A2;GTF2B;GTF2D1;GTF2E1;GTF2E2;GTF2F1;GTF2F2;GTF2H1
LOC91450,Non-canonical / lncRNA / LOC symbol,,LOC90113;LOC91893;LOC92154;LOC93082
LOC442308,Non-canonical / lncRNA / LOC symbol,,LOC400451;LOC402665;LOC440087;LOC440145;LOC440348;LOC440350;LOC441376;LOC492311
C4ORF38,Not in id_map (possible alias / deprecated / non-protein-coding),C14ORF38;C4ORF8;C4ORF3;C14ORF138;CXORF38,C4ORF1;C4ORF13;C4ORF14;C4ORF15;C4ORF16;C4ORF17;C4ORF18;C4ORF19;C4ORF20;C4ORF21
GABARAPL3,Not in id_map (possible alias / deprecated / non-protein-coding),GABARAPL2;GABARAPL1;GABARAP;GABRA3,GABA-T;GABAARDELTA;GABABL;GABABR2;GABABRBP;GABARAP;GABARAPL1;GABARAPL2;GABAT;GABATHG
PCDHB19P,Not in id_map (possible alias / deprecated / non-protein-coding),PCDHB9;PCDHB1;PCDH19;PCDHGB1;PCDHB16,PCDH-ALPHA-C2;PCDH-ALPHA10;PCDH-ALPHA11;PCDH-ALPHA12;PCDH-ALPHA13;PCDH-ALPHA3;PCDH-ALPHA4;PCDH-ALPHA5;PCDH-ALPHA6;PCDH-ALPHA9
C21ORF96,Not in id_map (possible alias / deprecated / non-protein-coding),C21ORF6;C1ORF96;C21ORF98;C21ORF97;C21ORF95,C21ORF1;C21ORF10;C21ORF101;C21ORF102;C21ORF103;C21ORF105;C21ORF106;C21ORF107;C21ORF108;C21ORF11
LOC168474,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC619207,Non-canonical / lncRNA / LOC symbol,LOC619208,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
BRD7P3,Not in id_map (possible alias / deprecated / non-protein-coding),BRD7;BRD3;BD73,BRD7
NCRNA00169,Not in id_map (possible alias / deprecated / non-protein-coding),NCRNA00176;NCRNA00166;NCRNA00164;NCRNA00116;NCRNA00069,NCRNA00036;NCRNA00069;NCRNA00080;NCRNA00081;NCRNA00082;NCRNA00083;NCRNA00085;NCRNA00086;NCRNA00087;NCRNA00094
FAM58B,Not in id_map (possible alias / deprecated / non-protein-coding),FAM158B;FAM5B;FAM98B;FAM89B;FAM84B,FAM50A;FAM50B;FAM51A1;FAM53A;FAM53B;FAM53C;FAM54A;FAM54A2;FAM54B;FAM55A
PPY2,Not in id_map (possible alias / deprecated / non-protein-coding),PPY,
HIST2H2BA,Not in id_map (possible alias / deprecated / non-protein-coding),HIST2H2BF;HIST2H2BE;HIST2H2AC;HIST2H2AB;HIST2H2AA,HIST1H1A;HIST1H1B;HIST1H1C;HIST1H1D;HIST1H1E;HIST1H1T;HIST1H2AA;HIST1H2AB;HIST1H2AC;HIST1H2AD
LOC285733,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
LOC653786,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
C21ORF34,Not in id_map (possible alias / deprecated / non-protein-coding),C2ORF34;C21ORF4;C21ORF3;C1ORF34;C21ORF83,C21ORF1;C21ORF10;C21ORF101;C21ORF102;C21ORF103;C21ORF105;C21ORF106;C21ORF107;C21ORF108;C21ORF11
LOC285768,Non-canonical / lncRNA / LOC symbol,,LOC201725;LOC220382;LOC255275;LOC257407;LOC283174;LOC283677;LOC284371;LOC285498;LOC285556;LOC285636
PCOTH,Not in id_map (possible alias / deprecated / non-protein-coding),POTEH;PICOT,
LOC100126784,Non-canonical / lncRNA / LOC symbol,LOC100170841,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
RACGAP1P,Not in id_map (possible alias / deprecated / non-protein-coding),RACGAP1;RANGAP1;RAG1AP1;RABGAP1,RACGAP1
LOC100132111,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
NCF1C,Not in id_map (possible alias / deprecated / non-protein-coding),NCF1;NCF1A,NCF1;NCF1A
TERC,Not in id_map (possible alias / deprecated / non-protein-coding),TEC;TERCIR,TERCIR
C5ORF60,Not in id_map (possible alias / deprecated / non-protein-coding),C15ORF60;C5ORF6;C9ORF60;C6ORF60;C5ORF65,C5ORF10;C5ORF11;C5ORF12;C5ORF13;C5ORF14;C5ORF15;C5ORF16;C5ORF18;C5ORF19;C5ORF20
C3ORF36,Not in id_map (possible alias / deprecated / non-protein-coding),C13ORF36;C3ORF6;C3ORF3;CXORF36;C9ORF36,C3ORF1;C3ORF10;C3ORF11;C3ORF13;C3ORF14;C3ORF15;C3ORF16;C3ORF18;C3ORF19;C3ORF20
FABP5L3,Not in id_map (possible alias / deprecated / non-protein-coding),FABP5;FABP3,FABP1;FABP11;FABP12;FABP2;FABP3;FABP4;FABP5;FABP6;FABP7;FABP8
LOC340074,Non-canonical / lncRNA / LOC symbol,,LOC338328;LOC339804;LOC341346;LOC342897;LOC345222;LOC345630;LOC374920;LOC374973;LOC387715;LOC387804
LILRP2,Not in id_map (possible alias / deprecated / non-protein-coding),LILRB2;LILRA2;LRP2;LIR2;IRP2,LILRA1;LILRA2;LILRA4;LILRA5;LILRA6;LILRB1;LILRB2;LILRB3;LILRB4;LILRB5
SEPT7L,Not in id_map (possible alias / deprecated / non-protein-coding),SPT7L;SEPT7;SUPT7L;SEPT7A;ST7L,SEPT1;SEPT10;SEPT11;SEPT12;SEPT14;SEPT2;SEPT3;SEPT4;SEPT5;SEPT6
SNORA48,Not in id_map (possible alias / deprecated / non-protein-coding),,SNORA80EHG;SNORC
LOC100134368,Non-canonical / lncRNA / LOC symbol,,LOC100128569;LOC100129583;LOC100129792;LOC100130733;LOC100170765;LOC100170841;LOC121006;LOC123688;LOC124512;LOC126661
LOC644172,Non-canonical / lncRNA / LOC symbol,,LOC606495;LOC619208;LOC643338;LOC644994;LOC645811;LOC646174;LOC646892;LOC653319
PABPC1P2,Not in id_map (possible alias / deprecated / non-protein-coding),PABPC2;PABPC1;PABPC1L2B;PABPC1L2A;PABPC1L,PABP2;PABP3;PABP5;PABPC1;PABPC1L;PABPC1L1;PABPC1L2A;PABPC1L2B;PABPC2;PABPC3
MYH16,Not in id_map (possible alias / deprecated / non-protein-coding),MYH6;MYH1;MYO16;MYH17;MYH15,MYH1;MYH10;MYH11;MYH12;MYH13;MYH14;MYH15;MYH17
SSPO,Not in id_map (possible alias / deprecated / non-protein-coding),SPO;SBSPON,
OR7E37P,Not in id_map (possible alias / deprecated / non-protein-coding),,OR7E24;OR7E24P;OR7E24Q
SBF1P1,Not in id_map (possible alias / deprecated / non-protein-coding),SBP1;SBF1,SBF1
