input_col	mapped_ensembl	method
KC6	ENSG00000267313	symbol
NMUR2	ENSG00000132911	symbol
GJA3	ENSG00000121743	symbol
WFDC5	ENSG00000175121	symbol
MOBP	ENSG00000168314	symbol
KLKB1	ENSG00000164344	symbol
SLC7A14	ENSG00000013293	symbol
NTRK1	ENSG00000198400	symbol
CDHR5	ENSG00000099834	symbol
SLC22A1	ENSG00000175003	symbol
SLC22A25	ENSG00000196600	symbol
CALB1	ENSG00000104327	symbol
SGPP2	ENSG00000163082	symbol
CLEC4E	ENSG00000166523	symbol
HBD	ENSG00000223609	symbol
HTR1D	ENSG00000179546	symbol
CBLC	ENSG00000142273	symbol
SLC12A5	ENSG00000124140	symbol
DMRTC1	ENSG00000269502	symbol
SHANK1	ENSG00000161681	symbol
TRPM3	ENSG00000083067	symbol
TAF7L	ENSG00000102387	symbol
ELANE	ENSG00000197561	symbol
C1QL1	ENSG00000131094	symbol
FAM9C	ENSG00000187268	symbol
CRYBB2	ENSG00000244752	symbol
DLGAP3	ENSG00000116544	symbol
XKR4	ENSG00000206579	symbol
TMEM31	ENSG00000179363	symbol
BTC	ENSG00000174808	symbol
EPS8L3	ENSG00000198758	symbol
SIRPG	ENSG00000089012	symbol
DRD4	ENSG00000069696	symbol
FAM110C	ENSG00000184731	symbol
RGN	ENSG00000130988	symbol
GPT	ENSG00000167701	symbol
MAP3K15	ENSG00000180815	symbol
KLRB1	ENSG00000111796	symbol
HTR1B	ENSG00000135312	symbol
C1orf105	ENSG00000180999	symbol
PCSK1	ENSG00000175426	symbol
CCL26	ENSG00000006606	symbol
ADH6	ENSG00000172955	symbol
IL18RAP	ENSG00000115607	symbol
ENPP3	ENSG00000154269	symbol
PATL2	ENSG00000229474	symbol
CDR1	ENSG00000288642	symbol
CDHR2	ENSG00000074276	symbol
LCN12	ENSG00000184925	symbol
SLC6A7	ENSG00000011083	symbol
PTCRA	ENSG00000171611	symbol
TRIM17	ENSG00000162931	symbol
CEACAM4	ENSG00000105352	symbol
TMC2	ENSG00000149488	symbol
TMSB15A	ENSG00000158164	symbol
TMPRSS7	ENSG00000176040	symbol
NPTX1	ENSG00000171246	symbol
FETUB	ENSG00000090512	symbol
TMEM45B	ENSG00000151715	symbol
ANKRD31	ENSG00000145700	symbol
ITIH3	ENSG00000162267	symbol
TNFRSF9	ENSG00000049249	symbol
SLC25A21	ENSG00000183032	symbol
TRIM43	ENSG00000144015	symbol
DOC2A	ENSG00000149927	symbol
USP44	ENSG00000136014	symbol
ICOS	ENSG00000163600	symbol
CA8	ENSG00000178538	symbol
DAND5	ENSG00000179284	symbol
LHCGR	ENSG00000138039	symbol
MCHR1	ENSG00000128285	symbol
TLX2	ENSG00000115297	symbol
C9orf50	ENSG00000179058	symbol
SLC10A4	ENSG00000145248	symbol
LINGO4	ENSG00000213171	symbol
FAM27A	ENSG00000231527	alias
IL1A	ENSG00000115008	symbol
CDSN	ENSG00000204539	symbol
NR2E3	ENSG00000278570	symbol
COL9A3	ENSG00000092758	symbol
TACR1	ENSG00000115353	symbol
SFTPA1	ENSG00000122852	symbol
INGX	ENSG00000243468	symbol
SLCO4C1	ENSG00000173930	symbol
MS4A2	ENSG00000149534	symbol
G6PC2	ENSG00000152254	symbol
GRIN1	ENSG00000176884	symbol
CCDC33	ENSG00000140481	symbol
ASAH2B	ENSG00000204147	symbol
ADAMTS8	ENSG00000134917	symbol
TNNI3K	ENSG00000116783	symbol
JPH3	ENSG00000154118	symbol
RGS9BP	ENSG00000186326	symbol
L1CAM	ENSG00000198910	symbol
KLHL30	ENSG00000168427	symbol
CATSPER1	ENSG00000175294	symbol
CASQ2	ENSG00000118729	symbol
RSPH9	ENSG00000172426	symbol
MEGF11	ENSG00000157890	symbol
GPR25	ENSG00000170128	symbol
OR3A2	ENSG00000221882	symbol
LILRA4	ENSG00000239961	symbol
SLC7A9	ENSG00000021488	symbol
R3HDML	ENSG00000101074	symbol
FAM95B1	ENSG00000223839	symbol
ZNF831	ENSG00000124203	symbol
LRRC7	ENSG00000033122	symbol
EDDM3A	ENSG00000181562	symbol
TREX2	ENSG00000183479	symbol
DGCR5	ENSG00000273032	symbol
COX7B2	ENSG00000170516	symbol
ZNF114	ENSG00000178150	symbol
GPR83	ENSG00000123901	symbol
OR2C1	ENSG00000168158	symbol
NPY1R	ENSG00000164128	symbol
CES3	ENSG00000172828	symbol
GNG4	ENSG00000168243	symbol
TNNI1	ENSG00000159173	symbol
DNAH6	ENSG00000115423	symbol
CLEC12B	ENSG00000256660	symbol
TTLL10	ENSG00000162571	symbol
CPEB1	ENSG00000214575	symbol
SLCO1C1	ENSG00000139155	symbol
MBL1P	ENSG00000242600	symbol
PLIN1	ENSG00000166819	symbol
ART5	ENSG00000167311	symbol
PTPRH	ENSG00000080031	symbol
GRM5	ENSG00000168959	symbol
TEKT5	ENSG00000153060	symbol
EXD1	ENSG00000178997	symbol
GABRB1	ENSG00000163288	symbol
SLC23A1	ENSG00000170482	symbol
FCER1A	ENSG00000179639	symbol
TCHHL1	ENSG00000182898	symbol
RLN1	ENSG00000107018	symbol
FSTL4	ENSG00000053108	symbol
ISM2	ENSG00000100593	symbol
LGALS4	ENSG00000171747	symbol
PIRT	ENSG00000233670	symbol
SOX30	ENSG00000039600	symbol
BCHE	ENSG00000114200	symbol
TSHR	ENSG00000165409	symbol
TEDDM1	ENSG00000203730	symbol
RFX4	ENSG00000111783	symbol
VIP	ENSG00000146469	symbol
S100P	ENSG00000163993	symbol
CD79A	ENSG00000105369	symbol
AMDHD1	ENSG00000139344	symbol
ITIH1	ENSG00000055957	symbol
PRSS35	ENSG00000146250	symbol
CASP12	ENSG00000204403	symbol
APOA5	ENSG00000110243	symbol
TMEM212	ENSG00000186329	symbol
PTX3	ENSG00000163661	symbol
RCVRN	ENSG00000109047	symbol
ABCA4	ENSG00000198691	symbol
XKR5	ENSG00000275591	symbol
PNPLA1	ENSG00000180316	symbol
CKMT2	ENSG00000131730	symbol
FLRT3	ENSG00000125848	symbol
KCNH4	ENSG00000089558	symbol
KRTAP5-9	ENSG00000254997	symbol
OSR1	ENSG00000143867	symbol
LYPD4	ENSG00000273111	symbol
C2CD4B	ENSG00000205502	symbol
AKR1E2	ENSG00000165568	symbol
SLC34A3	ENSG00000198569	symbol
PPFIA2	ENSG00000139220	symbol
AWAT1	ENSG00000204195	symbol
LMOD3	ENSG00000163380	symbol
KCNJ1	ENSG00000151704	symbol
C6orf141	ENSG00000197261	symbol
PCDHGB8P	ENSG00000248449	symbol
C5orf58	ENSG00000234511	symbol
DCST1	ENSG00000163357	symbol
NAT8B	ENSG00000204872	symbol
TNNI2	ENSG00000130598	symbol
MOV10L1	ENSG00000073146	symbol
ART1	ENSG00000129744	symbol
RNF133	ENSG00000188050	symbol
BMPR1B	ENSG00000138696	symbol
CT45A5	ENSG00000228836	symbol
SLC5A10	ENSG00000154025	symbol
SPNS3	ENSG00000182557	symbol
CLGN	ENSG00000153132	symbol
LY6H	ENSG00000176956	symbol
HTRA4	ENSG00000169495	symbol
PNPLA5	ENSG00000100341	symbol
TSSK1B	ENSG00000212122	symbol
HAMP	ENSG00000105697	symbol
SPSB4	ENSG00000175093	symbol
PLAC8	ENSG00000145287	symbol
ERC2	ENSG00000187672	symbol
ATP6V0D2	ENSG00000147614	symbol
PDE1C	ENSG00000154678	symbol
RBM46	ENSG00000151962	symbol
KRTAP5-8	ENSG00000241233	symbol
SP7	ENSG00000170374	symbol
GRIK3	ENSG00000163873	symbol
TGM4	ENSG00000163810	symbol
CSDC2	ENSG00000172346	symbol
CCDC144A	ENSG00000170160	symbol
EGF	ENSG00000138798	symbol
COLEC10	ENSG00000184374	symbol
KCTD8	ENSG00000183783	symbol
TNFSF11	ENSG00000120659	symbol
TAS2R10	ENSG00000121318	symbol
KRT39	ENSG00000196859	symbol
TTR	ENSG00000118271	symbol
KRT72	ENSG00000170486	symbol
FREM1	ENSG00000164946	symbol
ANXA10	ENSG00000109511	symbol
LGALS14	ENSG00000006659	symbol
RNF148	ENSG00000235631	symbol
TMC1	ENSG00000165091	symbol
CCDC68	ENSG00000166510	symbol
LRFN5	ENSG00000165379	symbol
MYCBPAP	ENSG00000136449	symbol
OPN4	ENSG00000122375	symbol
CFC1B	ENSG00000152093	symbol
ALDOB	ENSG00000136872	symbol
NLRP13	ENSG00000173572	symbol
KRT86	ENSG00000170442	symbol
XDH	ENSG00000158125	symbol
NR0B2	ENSG00000131910	symbol
FAM163A	ENSG00000143340	symbol
SAGE1	ENSG00000181433	symbol
SEC14L5	ENSG00000103184	symbol
NLRP4	ENSG00000160505	symbol
HLA-DPB2	ENSG00000224557	symbol
FAT2	ENSG00000086570	symbol
S100A5	ENSG00000196420	symbol
FLJ12825	ENSG00000249388	symbol
TMPRSS3	ENSG00000160183	symbol
ELMOD1	ENSG00000110675	symbol
IKZF3	ENSG00000161405	symbol
ARRDC5	ENSG00000205784	symbol
MYT1L	ENSG00000186487	symbol
KCNK4	ENSG00000182450	symbol
SAMD11	ENSG00000187634	symbol
S100B	ENSG00000160307	symbol
HES5	ENSG00000197921	symbol
SCARNA10	ENSG00000239002	symbol
ASMT	ENSG00000196433	symbol
GRIN2A	ENSG00000183454	symbol
PKP1	ENSG00000081277	symbol
RFPL2	ENSG00000128253	symbol
CDX2	ENSG00000165556	symbol
CCDC154	ENSG00000197599	symbol
CLVS1	ENSG00000177182	symbol
FRMD5	ENSG00000171877	symbol
SLAIN1	ENSG00000139737	symbol
KCNA7	ENSG00000104848	symbol
IQUB	ENSG00000164675	symbol
WNT8B	ENSG00000075290	symbol
KREMEN2	ENSG00000131650	symbol
PTGER1	ENSG00000160951	symbol
FASLG	ENSG00000117560	symbol
NRG4	ENSG00000169752	symbol
SPRED3	ENSG00000188766	symbol
DHH	ENSG00000139549	symbol
TBX1	ENSG00000184058	symbol
DBH	ENSG00000123454	symbol
TRIM58	ENSG00000162722	symbol
SUMO1P1	ENSG00000241721	symbol
CELF4	ENSG00000101489	symbol
OR1J2	ENSG00000197233	symbol
KCNG2	ENSG00000178342	symbol
PRSS30P	ENSG00000172460	symbol
INHA	ENSG00000123999	symbol
FFAR3	ENSG00000185897	symbol
CYP2W1	ENSG00000073067	symbol
PCDHGB1	ENSG00000254221	symbol
SHISA7	ENSG00000187902	symbol
GALNT8	ENSG00000130035	symbol
PFKFB1	ENSG00000158571	symbol
TBX21	ENSG00000073861	symbol
ACSL6	ENSG00000164398	symbol
SH2D6	ENSG00000152292	symbol
S100A8	ENSG00000143546	symbol
FOXD4L6	ENSG00000273514	symbol
ST18	ENSG00000147488	symbol
PHKG1	ENSG00000164776	symbol
PKLR	ENSG00000143627	symbol
GP5	ENSG00000178732	symbol
MLXIPL	ENSG00000009950	symbol
TMEM132E	ENSG00000181291	symbol
ADCY2	ENSG00000078295	symbol
NFE2	ENSG00000123405	symbol
SPDYE2	ENSG00000205238	symbol
PIP5K1B	ENSG00000107242	symbol
RHBDL3	ENSG00000141314	symbol
DPEP3	ENSG00000141096	symbol
PHEX	ENSG00000102174	symbol
GDPD4	ENSG00000178795	symbol
MEOX1	ENSG00000005102	symbol
P2RY12	ENSG00000169313	symbol
RHD	ENSG00000187010	symbol
LCTL	ENSG00000188501	symbol
POU4F3	ENSG00000091010	symbol
ST8SIA5	ENSG00000101638	symbol
UTS2R	ENSG00000181408	symbol
LRRTM3	ENSG00000198739	symbol
PHACTR3	ENSG00000087495	symbol
DIO3OS	ENSG00000258498	symbol
GSTM2P1	ENSG00000218803	symbol
TMC5	ENSG00000103534	symbol
C22orf15	ENSG00000169314	symbol
WNT7A	ENSG00000154764	symbol
CPSF4L	ENSG00000187959	symbol
GTSF1L	ENSG00000124196	symbol
MC4R	ENSG00000166603	symbol
CRB2	ENSG00000148204	symbol
PLAC8L1	ENSG00000173261	symbol
C11orf21	ENSG00000110665	symbol
KLHL33	ENSG00000185271	symbol
FBXO39	ENSG00000177294	symbol
ABCC2	ENSG00000023839	symbol
TEX14	ENSG00000121101	symbol
MATN1	ENSG00000162510	symbol
AKNAD1	ENSG00000162641	symbol
MMP3	ENSG00000149968	symbol
AGTR1	ENSG00000144891	symbol
PROKR2	ENSG00000101292	symbol
HHATL	ENSG00000010282	symbol
KCNA4	ENSG00000182255	symbol
BSND	ENSG00000162399	symbol
IL22RA1	ENSG00000142677	symbol
CHIA	ENSG00000134216	symbol
ZNF835	ENSG00000127903	symbol
FBP2	ENSG00000130957	symbol
SNORD17	ENSG00000212232	symbol
THEM5	ENSG00000196407	symbol
RNF182	ENSG00000180537	symbol
FGF17	ENSG00000158815	symbol
GCK	ENSG00000106633	symbol
CDH8	ENSG00000150394	symbol
CNTN1	ENSG00000018236	symbol
SLC10A6	ENSG00000145283	symbol
PCDHGA8	ENSG00000253767	symbol
DNAJC5B	ENSG00000147570	symbol
ABCC6P2	ENSG00000255277	symbol
PTPRVP	ENSG00000243323	symbol
LILRA1	ENSG00000104974	symbol
CYP2D6	ENSG00000100197	symbol
KRT20	ENSG00000171431	symbol
GPR20	ENSG00000204882	symbol
LMO3	ENSG00000048540	symbol
TRIM61	ENSG00000183439	symbol
SLC5A4	ENSG00000100191	symbol
GNAT3	ENSG00000214415	symbol
DGAT2L6	ENSG00000184210	symbol
PDE6A	ENSG00000132915	symbol
DPPA4	ENSG00000121570	symbol
LOC730668	ENSG00000280424	symbol
PYHIN1	ENSG00000163564	symbol
PGR	ENSG00000082175	symbol
ARID3C	ENSG00000205143	symbol
CLEC12A	ENSG00000172322	symbol
ADAMTS15	ENSG00000166106	symbol
PMFBP1	ENSG00000118557	symbol
AVPR2	ENSG00000126895	symbol
NMBR	ENSG00000135577	symbol
DHDH	ENSG00000104808	symbol
RAET1G	ENSG00000203722	symbol
SAMD13	ENSG00000203943	symbol
KCNN1	ENSG00000105642	symbol
TPTE2	ENSG00000132958	symbol
RPL23AP32	ENSG00000237887	symbol
CHRNA3	ENSG00000080644	symbol
SLFN14	ENSG00000236320	symbol
NPY	ENSG00000122585	symbol
CCBE1	ENSG00000183287	symbol
PLA2G4E	ENSG00000188089	symbol
IRX1	ENSG00000170549	symbol
AREG	ENSG00000109321	symbol
PCDH9	ENSG00000184226	symbol
XK	ENSG00000047597	symbol
PYY2	ENSG00000237575	symbol
GAGE1	ENSG00000205777	symbol
NANOG	ENSG00000111704	symbol
COL11A2	ENSG00000204248	symbol
PALM3	ENSG00000187867	symbol
CCDC160	ENSG00000203952	symbol
CXCR5	ENSG00000160683	symbol
WDR64	ENSG00000162843	symbol
COL25A1	ENSG00000188517	symbol
GLRA4	ENSG00000188828	symbol
MAS1L	ENSG00000204687	symbol
GABRA1	ENSG00000022355	symbol
AKR7A3	ENSG00000162482	symbol
GALR2	ENSG00000182687	symbol
ZACN	ENSG00000186919	symbol
EEF1DP3	ENSG00000229715	symbol
XIRP2	ENSG00000163092	symbol
TFR2	ENSG00000106327	symbol
PRSS16	ENSG00000112812	symbol
LRRC19	ENSG00000184434	symbol
ADAD2	ENSG00000140955	symbol
CETN4P	ENSG00000224786	symbol
MT1G	ENSG00000125144	symbol
THEMIS	ENSG00000172673	symbol
BEST4	ENSG00000142959	symbol
PTTG3P	ENSG00000213005	symbol
PCDHA7	ENSG00000204963	symbol
CAGE1	ENSG00000164304	symbol
GGT6	ENSG00000167741	symbol
PSD2	ENSG00000146005	symbol
TSIX	ENSG00000270641	symbol
RBM11	ENSG00000185272	symbol
ABCG8	ENSG00000143921	symbol
HOXA2	ENSG00000105996	symbol
PRKG2	ENSG00000138669	symbol
TMIE	ENSG00000181585	symbol
DLX4	ENSG00000108813	symbol
GCGR	ENSG00000215644	symbol
PDCD1	ENSG00000188389	symbol
CNTN3	ENSG00000113805	symbol
SLC6A13	ENSG00000010379	symbol
BANK1	ENSG00000153064	symbol
NEUROG3	ENSG00000122859	symbol
POM121L2	ENSG00000158553	symbol
C8G	ENSG00000176919	symbol
C22orf31	ENSG00000100249	symbol
SLC44A4	ENSG00000204385	symbol
WFDC12	ENSG00000168703	symbol
CYP11A1	ENSG00000140459	symbol
TCF15	ENSG00000125878	symbol
GP1BA	ENSG00000185245	symbol
LPAL2	ENSG00000213071	symbol
PPBP	ENSG00000163736	symbol
RNASE10	ENSG00000182545	symbol
TEKT3	ENSG00000125409	symbol
IHH	ENSG00000163501	symbol
GABRB2	ENSG00000145864	symbol
HES7	ENSG00000179111	symbol
NTN5	ENSG00000142233	symbol
ABCD2	ENSG00000173208	symbol
MYH13	ENSG00000006788	symbol
HHLA2	ENSG00000114455	symbol
HPX	ENSG00000110169	symbol
LOC283731	ENSG00000248540	symbol
STOML3	ENSG00000133115	symbol
IL2	ENSG00000109471	symbol
HAND1	ENSG00000113196	symbol
GRAPL	ENSG00000189152	symbol
EFHC2	ENSG00000183690	symbol
RGL4	ENSG00000159496	symbol
GHRL	ENSG00000157017	symbol
RDM1	ENSG00000278023	symbol
PITX2	ENSG00000164093	symbol
JAKMIP3	ENSG00000188385	symbol
SLC30A10	ENSG00000196660	symbol
UROC1	ENSG00000159650	symbol
TRPC2	ENSG00000182048	symbol
GPR171	ENSG00000174946	symbol
AOX2P	ENSG00000243478	symbol
GAGE12J	ENSG00000224659	symbol
FAM66E	ENSG00000225725	symbol
RP1L1	ENSG00000183638	symbol
SLC22A3	ENSG00000146477	symbol
CRHBP	ENSG00000145708	symbol
GUCY2C	ENSG00000070019	symbol
SLC24A5	ENSG00000188467	symbol
RHO	ENSG00000163914	symbol
ALPP	ENSG00000163283	symbol
PAX9	ENSG00000198807	symbol
EFCAB3	ENSG00000172421	symbol
CXADRP2	ENSG00000258712	symbol
PBOV1	ENSG00000254440	symbol
LDHAL6A	ENSG00000166800	symbol
AIM2	ENSG00000163568	symbol
GFRA1	ENSG00000151892	symbol
ASB5	ENSG00000164122	symbol
CRYBB3	ENSG00000100053	symbol
SCARNA16	ENSG00000275143	symbol
SIGLEC11	ENSG00000161640	symbol
PLA2G1B	ENSG00000170890	symbol
ULBP1	ENSG00000111981	symbol
TRPV5	ENSG00000127412	symbol
HOXB1	ENSG00000120094	symbol
SNORA53	ENSG00000212443	symbol
CCL11	ENSG00000172156	symbol
GLP2R	ENSG00000065325	symbol
EPHX4	ENSG00000172031	symbol
ANKK1	ENSG00000170209	symbol
TPTE2P1	ENSG00000253771	symbol
RIPPLY2	ENSG00000203877	symbol
CSF2	ENSG00000164400	symbol
GABRR2	ENSG00000111886	symbol
FLJ30679	ENSG00000280278	symbol
LRRC2	ENSG00000163827	symbol
CCR9	ENSG00000173585	symbol
GPRC5D	ENSG00000111291	symbol
TMPRSS12	ENSG00000186452	symbol
FRG2C	ENSG00000172969	symbol
PRDM12	ENSG00000130711	symbol
NEUROD2	ENSG00000171532	symbol
CADPS	ENSG00000163618	symbol
NLRP11	ENSG00000179873	symbol
SLC1A7	ENSG00000162383	symbol
TMEM100	ENSG00000166292	symbol
CTLA4	ENSG00000163599	symbol
WNT10B	ENSG00000169884	symbol
CORO6	ENSG00000167549	symbol
CAMK2B	ENSG00000058404	symbol
HBQ1	ENSG00000086506	symbol
SPTA1	ENSG00000163554	symbol
LRG1	ENSG00000171236	symbol
LRGUK	ENSG00000155530	symbol
CHRNA1	ENSG00000138435	symbol
SCN3B	ENSG00000166257	symbol
TUBAL3	ENSG00000178462	symbol
PDZK1P1	ENSG00000215859	symbol
LRRTM1	ENSG00000162951	symbol
AMZ1	ENSG00000174945	symbol
SMTNL1	ENSG00000214872	symbol
TXK	ENSG00000074966	symbol
SLC6A16	ENSG00000063127	symbol
TMEM59L	ENSG00000105696	symbol
FEZF1	ENSG00000128610	symbol
SNORA57	ENSG00000206597	symbol
MSX2P1	ENSG00000229590	symbol
AQP8	ENSG00000103375	symbol
SPIC	ENSG00000166211	symbol
ALDH1A2	ENSG00000128918	symbol
DPF3	ENSG00000205683	symbol
SCARNA6	ENSG00000251791	symbol
UBL4B	ENSG00000186150	symbol
RFPL4A	ENSG00000223638	symbol
SLC4A1	ENSG00000004939	symbol
TRIM29	ENSG00000137699	symbol
VSTM1	ENSG00000189068	symbol
MYH4	ENSG00000264424	symbol
ANKS4B	ENSG00000175311	symbol
KHDRBS2	ENSG00000112232	symbol
POU2AF1	ENSG00000110777	symbol
LIPC	ENSG00000166035	symbol
PITX1	ENSG00000069011	symbol
ADRA1D	ENSG00000171873	symbol
SYT1	ENSG00000067715	symbol
SUCNR1	ENSG00000198829	symbol
ZDHHC19	ENSG00000163958	symbol
PRG2	ENSG00000186652	symbol
ADAMDEC1	ENSG00000134028	symbol
FOLR3	ENSG00000110203	symbol
FGF21	ENSG00000105550	symbol
SPANXC	ENSG00000198573	symbol
DLX3	ENSG00000064195	symbol
CHRM4	ENSG00000180720	symbol
HSD3B1	ENSG00000203857	symbol
ERAS	ENSG00000187682	symbol
MIP	ENSG00000135517	symbol
TRIM10	ENSG00000204613	symbol
GLIS1	ENSG00000174332	symbol
CA7	ENSG00000168748	symbol
ITLN2	ENSG00000158764	symbol
ARGFXP2	ENSG00000265293	symbol
DCDC2B	ENSG00000222046	symbol
SERPINA5	ENSG00000188488	symbol
CLDN14	ENSG00000159261	symbol
RYR2	ENSG00000198626	symbol
SLAMF1	ENSG00000117090	symbol
IL23R	ENSG00000162594	symbol
NUDT9P1	ENSG00000234043	symbol
IL9R	ENSG00000124334	symbol
SOX11	ENSG00000176887	symbol
TBC1D26	ENSG00000214946	symbol
SPANXA2	ENSG00000203926	symbol
CALB2	ENSG00000172137	symbol
FOXC2	ENSG00000176692	symbol
MYLK3	ENSG00000140795	symbol
PAR1	ENSG00000144852	alias
UNC45B	ENSG00000141161	symbol
OGN	ENSG00000106809	symbol
VWC2	ENSG00000188730	symbol
CRHR2	ENSG00000106113	symbol
SOX8	ENSG00000005513	symbol
KCNH2	ENSG00000055118	symbol
PTGFR	ENSG00000122420	symbol
AR	ENSG00000169083	symbol
OTOP3	ENSG00000182938	symbol
C12orf54	ENSG00000177627	symbol
HEMGN	ENSG00000136929	symbol
HOXB5	ENSG00000120075	symbol
PSORS1C3	ENSG00000204528	symbol
CLDN18	ENSG00000066405	symbol
SALL1	ENSG00000103449	symbol
SPIN2A	ENSG00000147059	symbol
ZSCAN4	ENSG00000180532	symbol
HAPLN4	ENSG00000187664	symbol
FGF20	ENSG00000078579	symbol
CHST5	ENSG00000135702	symbol
CLEC4M	ENSG00000104938	symbol
RPTN	ENSG00000215853	symbol
GCNT7	ENSG00000124091	symbol
PCBP3	ENSG00000183570	symbol
SYN3	ENSG00000185666	symbol
TAS2R3	ENSG00000127362	symbol
HPDL	ENSG00000186603	symbol
NPR3	ENSG00000113389	symbol
FAM27C	ENSG00000231527	symbol
DCHS2	ENSG00000197410	symbol
SAA1	ENSG00000173432	symbol
OR10AD1	ENSG00000172640	symbol
LIMS3	ENSG00000256977	symbol
MYO1A	ENSG00000166866	symbol
NLRP9	ENSG00000185792	symbol
SH2D1A	ENSG00000183918	symbol
KRTAP5-1	ENSG00000205869	symbol
KRT12	ENSG00000187242	symbol
SPATS1	ENSG00000249481	symbol
CYP39A1	ENSG00000146233	symbol
SLC6A17	ENSG00000197106	symbol
INHBC	ENSG00000175189	symbol
APOC4	ENSG00000267467	symbol
ACTN3	ENSG00000248746	symbol
CACNG4	ENSG00000075461	symbol
ITLN1	ENSG00000179914	symbol
UOX	ENSG00000240520	symbol
SLC38A3	ENSG00000188338	symbol
TMEM200C	ENSG00000206432	symbol
MAFA	ENSG00000182759	symbol
DPY19L2P2	ENSG00000170629	symbol
LENEP	ENSG00000163352	symbol
HBG1	ENSG00000213934	symbol
SEL1L2	ENSG00000101251	symbol
APOBEC3H	ENSG00000100298	symbol
C10orf131	ENSG00000188649	alias
EDN2	ENSG00000127129	symbol
SPATC1	ENSG00000186583	symbol
KRTAP4-1	ENSG00000198443	symbol
NT5C1B	ENSG00000185013	symbol
NNAT	ENSG00000053438	symbol
GGT8P	ENSG00000236969	symbol
RPE65	ENSG00000116745	symbol
STRC	ENSG00000242866	symbol
TAS2R19	ENSG00000212124	symbol
CPNE7	ENSG00000178773	symbol
OXCT2	ENSG00000198754	symbol
FAT3	ENSG00000165323	symbol
CLUL1	ENSG00000079101	symbol
SLC4A4	ENSG00000080493	symbol
FKBP6	ENSG00000077800	symbol
CYP2C9	ENSG00000138109	symbol
GRK7	ENSG00000114124	symbol
KCNA6	ENSG00000151079	symbol
GPR142	ENSG00000257008	symbol
KLHL32	ENSG00000186231	symbol
KCNJ9	ENSG00000162728	symbol
BAIAP2L2	ENSG00000128298	symbol
MYADML2	ENSG00000185105	symbol
ALAS2	ENSG00000158578	symbol
PITX3	ENSG00000107859	symbol
RIMBP3C	ENSG00000183246	symbol
ANO2	ENSG00000047617	symbol
NAPSA	ENSG00000131400	symbol
ZP4	ENSG00000116996	symbol
SH2D1B	ENSG00000198574	symbol
SFTPD	ENSG00000133661	symbol
BAAT	ENSG00000136881	symbol
GZMH	ENSG00000100450	symbol
NKAIN1	ENSG00000084628	symbol
MYL4	ENSG00000198336	symbol
RFPL3S	ENSG00000205853	symbol
TMEM132D	ENSG00000151952	symbol
PPARGC1A	ENSG00000109819	symbol
NMUR1	ENSG00000171596	symbol
HOXD4	ENSG00000170166	symbol
POM121L8P	ENSG00000229266	symbol
TREML1	ENSG00000161911	symbol
ANK1	ENSG00000029534	symbol
SCARNA7	ENSG00000238741	symbol
NANOS3	ENSG00000187556	symbol
MYL2	ENSG00000111245	symbol
TAS1R3	ENSG00000169962	symbol
KRT38	ENSG00000171360	symbol
MYLK2	ENSG00000101306	symbol
SNORD15B	ENSG00000207445	symbol
MED12L	ENSG00000144893	symbol
TTBK1	ENSG00000146216	symbol
KCNH7	ENSG00000184611	symbol
TMPRSS2	ENSG00000184012	symbol
HNF1B	ENSG00000275410	symbol
MAB21L2	ENSG00000181541	symbol
TLL2	ENSG00000095587	symbol
MYRIP	ENSG00000170011	symbol
PCDHGA1	ENSG00000204956	symbol
SNORA74A	ENSG00000200959	symbol
MRS2P2	ENSG00000257802	symbol
NPAS1	ENSG00000130751	symbol
WBP2NL	ENSG00000183066	symbol
POU3F1	ENSG00000185668	symbol
STMN2	ENSG00000104435	symbol
CACNA2D1	ENSG00000153956	symbol
GRIP2	ENSG00000144596	symbol
HES2	ENSG00000069812	symbol
C11orf42	ENSG00000180878	symbol
CCDC141	ENSG00000163492	symbol
TSGA10IP	ENSG00000175513	symbol
PDZK1IP1	ENSG00000162366	symbol
ELOVL2	ENSG00000197977	symbol
SYT6	ENSG00000134207	symbol
PCDHGC5	ENSG00000240764	symbol
TKTL2	ENSG00000151005	symbol
KRT23	ENSG00000108244	symbol
PKD2L1	ENSG00000107593	symbol
GREB1L	ENSG00000141449	symbol
ADAM23	ENSG00000114948	symbol
CCNI2	ENSG00000205089	symbol
SLC22A24	ENSG00000197658	symbol
BTBD16	ENSG00000138152	symbol
CNGA4	ENSG00000132259	symbol
SH2D7	ENSG00000183476	symbol
WEE2	ENSG00000214102	symbol
TMEM92	ENSG00000167105	symbol
PLA2G2F	ENSG00000158786	symbol
TAS2R31	ENSG00000256436	symbol
GAP43	ENSG00000172020	symbol
SLFN12L	ENSG00000205045	symbol
SLC13A4	ENSG00000164707	symbol
TRIM67	ENSG00000119283	symbol
GPLD1	ENSG00000112293	symbol
TTC9B	ENSG00000174521	symbol
NAA11	ENSG00000156269	symbol
PRL	ENSG00000172179	symbol
DLEC1	ENSG00000008226	symbol
CT45A3	ENSG00000269096	symbol
WNK3	ENSG00000196632	symbol
NOXO1	ENSG00000196408	symbol
ACTL6B	ENSG00000077080	symbol
SNORD116-28	ENSG00000278123	symbol
OLIG2	ENSG00000205927	symbol
HOXC10	ENSG00000180818	symbol
LEFTY1	ENSG00000243709	symbol
RXFP4	ENSG00000173080	symbol
